Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD
7/7/2025,North America,Accessories,Wacom Stand,Training,183,231241.88,22686.8,253928.68
7/8/2025,North America,Accessories,Wacom Stand,Training,179,120383.5,16693.69,137077.19
7/9/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,233,320151.19,18159.18,338310.37
7/10/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,82,143416.22,23700.78,167117
7/11/2025,Europe,Display Tablet,Wacom One Display,Support Plan,146,63089.77,7357.23,70447
7/12/2025,North America,Display Tablet,Cintiq Pro 24,Cloud Services,125,102148.47,4608.52,106756.99
7/13/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,148,232526.68,16273.67,248800.35
7/14/2025,North America,Accessories,Wacom Stand,Extended Warranty,214,192198.03,12848.07,205046.1
7/15/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,141,62865.17,8542.82,71407.99
7/16/2025,Europe,Display Tablet,Cintiq Pro 24,Support Plan,198,265648.11,16714.16,282362.27
7/17/2025,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,219,330911.08,36893.99,367805.07
7/18/2025,APAC,Display Tablet,Cintiq 16,Support Plan,197,32955.65,5488.72,38444.37
7/19/2025,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,223,219384.92,33227.25,252612.17
7/20/2025,Latin America,Pen Tablet,Wacom Intuos M,Support Plan,181,67963.44,11291.53,79254.97
7/21/2025,Japan,Display Tablet,Cintiq 16,Training,208,367744.71,20868.87,388613.58
7/22/2025,Japan,Display Tablet,Cintiq Pro 24,Training,125,100715.67,11766.15,112481.82
7/23/2025,Latin America,Display Tablet,Wacom One Display,Training,175,187510.85,26484.5,213995.35
7/24/2025,Japan,Pen Tablet,Wacom Intuos M,Training,172,160701.4,19169.99,179871.39
7/25/2025,Latin America,Display Tablet,Wacom One Display,Training,201,149477.02,26348.25,175825.27
7/26/2025,Japan,Display Tablet,Cintiq 16,Training,206,253547.21,25581.26,279128.47
7/27/2025,North America,Display Tablet,Cintiq 16,Extended Warranty,157,158403.36,18473.93,176877.29
7/28/2025,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,138,130619.27,8323.51,138942.78
7/29/2025,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,147,220431.48,14648.91,235080.39
7/30/2025,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,143,180107.57,19815.92,199923.49
7/31/2025,APAC,Display Tablet,Cintiq 16,Training,139,209010.08,35958.14,244968.22
8/1/2025,North America,Accessories,Wacom Stand,Training,213,119671.5,18907.73,138579.23
8/2/2025,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,251,258161.54,38880.51,297042.05
8/3/2025,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,153,14318.32,623.15,14941.47
8/4/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,183,261416.88,25844.81,287261.69
8/5/2025,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,196,273285.66,22707.55,295993.21
8/6/2025,Japan,Pen Tablet,One by Wacom,Training,238,28068.87,2827.93,30896.8
8/7/2025,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,142,241410.29,12729.78,254140.07
8/8/2025,Europe,Accessories,Pro Pen 2,Cloud Services,173,37329.29,6469.43,43798.72
8/9/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,202,335538.21,44214.81,379753.02
8/10/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,190,179801.61,17002.22,196803.83
8/11/2025,APAC,Pen Tablet,Wacom Intuos S,Extended Warranty,233,198227.93,30182.6,228410.53
8/12/2025,APAC,Accessories,ExpressKey Remote,Support Plan,198,94762.01,14318.68,109080.69
8/13/2025,North America,Display Tablet,Cintiq 16,Training,140,15827.41,1019.21,16846.62
8/14/2025,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,171,260204.33,44722.59,304926.92
8/15/2025,Europe,Accessories,Pro Pen 2,Cloud Services,139,60615.68,10331.23,70946.91
8/16/2025,North America,Accessories,ExpressKey Remote,Cloud Services,242,238613.57,14873.58,253487.15
8/17/2025,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,177,19726.55,2936.66,22663.21
8/18/2025,Latin America,Accessories,Pro Pen 2,Extended Warranty,156,87439.38,10466.84,97906.22
8/19/2025,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,123,70778.33,8071.14,78849.47
8/20/2025,Europe,Accessories,ExpressKey Remote,Cloud Services,184,192653.78,32754.79,225408.57
8/21/2025,Latin America,Pen Tablet,One by Wacom,Extended Warranty,199,227277.53,20726.72,248004.25
8/22/2025,Japan,Mobile Studio,MobileStudio Pro 16,Training,174,263519.51,40824.79,304344.3
8/23/2025,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,170,201336.44,9125.13,210461.57
8/24/2025,Latin America,Accessories,Pro Pen 2,Cloud Services,132,62931.89,3498.61,66430.5
8/25/2025,APAC,Pen Tablet,Wacom Intuos M,Support Plan,176,69366.96,2847.16,72214.12
8/26/2025,Latin America,Display Tablet,Wacom One Display,Cloud Services,225,213165.99,30787.78,243953.77
8/27/2025,Latin America,Accessories,ExpressKey Remote,Extended Warranty,217,244500.06,32017.49,276517.55
8/28/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,189,62450.88,8423.02,70873.9
8/29/2025,Japan,Accessories,Wacom Stand,Training,84,41948.86,6770.28,48719.14
8/30/2025,Japan,Pen Tablet,One by Wacom,Training,147,238825.95,24774.13,263600.08
8/31/2025,North America,Accessories,Wacom Stand,Cloud Services,179,304864.66,46446.45,351311.11
9/1/2025,Japan,Mobile Studio,MobileStudio Pro 13,Cloud Services,198,23528.93,1797.65,25326.58
9/2/2025,North America,Display Tablet,Cintiq 16,Support Plan,216,151620.9,17408.2,169029.1
9/3/2025,Japan,Display Tablet,Wacom One Display,Cloud Services,101,32428.32,3285.26,35713.58
9/4/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,193,29888.09,4842.22,34730.31
9/5/2025,Europe,Display Tablet,Cintiq 16,Support Plan,165,200551.82,26256.5,226808.32
9/6/2025,North America,Mobile Studio,MobileStudio Pro 13,Training,164,27391.67,2242.12,29633.79
9/7/2025,Japan,Display Tablet,Cintiq Pro 24,Extended Warranty,160,73994.33,10679.55,84673.88
9/8/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,187,249520.24,32435.99,281956.23
9/9/2025,APAC,Accessories,Pro Pen 2,Support Plan,176,186968.27,25435.14,212403.41
9/10/2025,Latin America,Accessories,Pro Pen 2,Extended Warranty,206,229444.15,15477.89,244922.04
9/11/2025,APAC,Mobile Studio,MobileStudio Pro 16,Training,196,117604.42,19614.29,137218.71
9/12/2025,Latin America,Display Tablet,Cintiq 16,Cloud Services,177,171548.78,6987.23,178536.01
9/13/2025,Japan,Accessories,ExpressKey Remote,Support Plan,228,120325.86,11422.97,131748.83
9/14/2025,North America,Pen Tablet,Wacom Intuos S,Support Plan,192,342169.45,16436.41,358605.86
9/15/2025,Europe,Pen Tablet,One by Wacom,Training,176,221376.88,16533.34,237910.22
9/16/2025,North America,Display Tablet,Cintiq 16,Extended Warranty,208,356072.88,63079.8,419152.68
9/17/2025,Europe,Display Tablet,Wacom One Display,Training,260,104332.31,11344.8,115677.11
9/18/2025,Latin America,Pen Tablet,Wacom Intuos S,Training,168,93950.49,16807.55,110758.04
9/19/2025,Latin America,Display Tablet,Cintiq Pro 24,Support Plan,195,168836.75,23035.07,191871.82
9/20/2025,Europe,Display Tablet,Cintiq 16,Cloud Services,208,141712.15,25220.39,166932.54
9/21/2025,Europe,Display Tablet,Wacom One Display,Support Plan,202,286272.07,38394.32,324666.39
9/22/2025,APAC,Accessories,Wacom Stand,Extended Warranty,188,211714.63,31495.25,243209.88
9/23/2025,Japan,Display Tablet,Cintiq Pro 24,Support Plan,181,257649.08,19559.89,277208.97
9/24/2025,North America,Pen Tablet,One by Wacom,Cloud Services,183,117451.04,4885.97,122337.01
9/25/2025,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,107,36114.85,3257.23,39372.08
9/26/2025,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,163,167100.22,11596.91,178697.13
9/27/2025,Europe,Mobile Studio,MobileStudio Pro 13,Training,212,63862.84,2902,66764.84
9/28/2025,North America,Mobile Studio,MobileStudio Pro 13,Training,134,40971.72,6153.02,47124.74
9/29/2025,Europe,Pen Tablet,Wacom Intuos M,Support Plan,167,69381.34,3320.38,72701.72
9/30/2025,Latin America,Pen Tablet,Wacom Intuos S,Support Plan,217,201353.16,28574.75,229927.91
10/1/2025,APAC,Display Tablet,Cintiq Pro 24,Extended Warranty,196,349509.97,31557.27,381067.24
10/2/2025,Latin America,Pen Tablet,One by Wacom,Training,242,240385.8,22349.69,262735.49
10/3/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,202,202900.22,17636.61,220536.83
10/4/2025,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,184,223613.05,14271.58,237884.63
10/5/2025,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,192,244568.5,39112.14,283680.64
10/6/2025,APAC,Pen Tablet,Wacom Intuos M,Extended Warranty,239,189272,28478.56,217750.56
10/7/2025,Europe,Pen Tablet,Wacom Intuos M,Support Plan,252,137183.92,8677.08,145861
10/8/2025,Europe,Pen Tablet,Wacom Intuos S,Support Plan,234,59618.18,4637.62,64255.8
10/9/2025,Latin America,Pen Tablet,Wacom Intuos S,Training,160,232389.03,41326.12,273715.15
10/10/2025,APAC,Pen Tablet,Wacom Intuos S,Support Plan,131,228702.58,30896.09,259598.67
10/11/2025,North America,Display Tablet,Cintiq Pro 24,Extended Warranty,151,128528.62,19501.81,148030.43
10/12/2025,North America,Display Tablet,Cintiq Pro 24,Support Plan,105,36772.6,6404.27,43176.87
10/13/2025,Japan,Pen Tablet,One by Wacom,Extended Warranty,246,280344.74,37088.77,317433.51
10/14/2025,Latin America,Display Tablet,Wacom One Display,Cloud Services,175,271376.05,23422.94,294798.99
10/15/2025,Japan,Mobile Studio,MobileStudio Pro 16,Extended Warranty,90,81105.4,10060.03,91165.43
10/16/2025,Europe,Display Tablet,Wacom One Display,Training,174,97749.98,5659.14,103409.12
10/17/2025,Europe,Accessories,Pro Pen 2,Cloud Services,168,20271.92,3048.76,23320.68
10/18/2025,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,226,403774.38,49299.35,453073.73
10/19/2025,Japan,Pen Tablet,Wacom Intuos M,Cloud Services,141,220679.95,33310.79,253990.74
10/20/2025,APAC,Pen Tablet,Wacom Intuos M,Cloud Services,183,140561.3,18217.77,158779.07
10/21/2025,Latin America,Accessories,Wacom Stand,Cloud Services,180,237726.75,41356.13,279082.88
10/22/2025,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,135,139815.4,7358.15,147173.55
10/23/2025,Latin America,Mobile Studio,MobileStudio Pro 16,Training,236,281963.57,40142.51,322106.08
10/24/2025,Japan,Accessories,Pro Pen 2,Extended Warranty,153,48397.25,2934.37,51331.62
10/25/2025,Europe,Accessories,ExpressKey Remote,Cloud Services,150,220812.67,27117.3,247929.97
10/26/2025,North America,Accessories,Wacom Stand,Cloud Services,199,67242.21,3964.3,71206.51
10/27/2025,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,169,269930.27,46952.96,316883.23
10/28/2025,Europe,Accessories,Pro Pen 2,Support Plan,132,98520.18,15709.22,114229.4
10/29/2025,North America,Display Tablet,Cintiq 16,Support Plan,207,48721.69,4719.67,53441.36
10/30/2025,Japan,Display Tablet,Cintiq 16,Extended Warranty,204,323253.96,13666.7,336920.66
10/31/2025,Europe,Pen Tablet,Wacom Intuos M,Support Plan,163,259662.36,35484.93,295147.29
11/1/2025,Europe,Mobile Studio,MobileStudio Pro 13,Training,240,406135.32,52312.25,458447.57
11/2/2025,North America,Pen Tablet,One by Wacom,Training,205,33247.07,4115.7,37362.77
11/3/2025,Japan,Accessories,Wacom Stand,Support Plan,207,268062.34,38943.6,307005.94
11/4/2025,North America,Pen Tablet,One by Wacom,Training,127,62343.34,5136.5,67479.84
11/5/2025,Latin America,Accessories,Pro Pen 2,Support Plan,168,273928.89,41019.51,314948.4
11/6/2025,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,226,176219.25,27119,203338.25
11/7/2025,APAC,Accessories,ExpressKey Remote,Support Plan,131,123302.47,15645.88,138948.35
11/8/2025,APAC,Mobile Studio,MobileStudio Pro 13,Training,171,171136.35,12103.43,183239.78
11/9/2025,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,157,214341.41,8783.59,223125
11/10/2025,APAC,Pen Tablet,Wacom Intuos S,Training,156,213379.63,37297.27,250676.9
11/11/2025,APAC,Accessories,ExpressKey Remote,Training,271,152777.93,9134.45,161912.38
11/12/2025,APAC,Mobile Studio,MobileStudio Pro 16,Cloud Services,232,105484.03,4482.36,109966.39
11/13/2025,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,179,35549.18,5229.37,40778.55
11/14/2025,Japan,Accessories,Wacom Stand,Extended Warranty,211,279375.8,28722.08,308097.88
11/15/2025,Europe,Display Tablet,Wacom One Display,Training,180,116460.1,20469.6,136929.7
11/16/2025,APAC,Mobile Studio,MobileStudio Pro 13,Training,236,282949.25,11414.6,294363.85
11/17/2025,Japan,Mobile Studio,MobileStudio Pro 16,Support Plan,179,231790.7,27359.2,259149.9
11/18/2025,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,182,114534.34,19220,133754.34
11/19/2025,Japan,Accessories,ExpressKey Remote,Cloud Services,181,272077.74,13036.65,285114.39
11/20/2025,APAC,Pen Tablet,One by Wacom,Support Plan,197,327107.28,45913.31,373020.59
11/21/2025,APAC,Display Tablet,Cintiq 16,Extended Warranty,218,256923.35,40008.4,296931.75
11/22/2025,Latin America,Display Tablet,Cintiq 16,Extended Warranty,204,359046.16,15965.21,375011.37
11/23/2025,North America,Pen Tablet,Wacom Intuos S,Cloud Services,197,63651,5802.44,69453.44
11/24/2025,Latin America,Pen Tablet,Wacom Intuos S,Cloud Services,245,215167.37,37916.04,253083.41
11/25/2025,APAC,Accessories,ExpressKey Remote,Cloud Services,240,221044.37,9761.41,230805.78
11/26/2025,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,228,233068.48,32033.18,265101.66
11/27/2025,APAC,Mobile Studio,MobileStudio Pro 13,Training,212,341391.51,27957.31,369348.82
11/28/2025,North America,Pen Tablet,Wacom Intuos M,Cloud Services,150,113116.78,15786.06,128902.84
11/29/2025,Japan,Accessories,Wacom Stand,Training,255,418920.46,45230.93,464151.39
11/30/2025,Europe,Accessories,Wacom Stand,Extended Warranty,176,264424.05,11436.65,275860.7
12/1/2025,Europe,Mobile Studio,MobileStudio Pro 13,Training,196,149945.99,24628.89,174574.88
12/2/2025,North America,Display Tablet,Cintiq 16,Training,188,196338.5,17762.31,214100.81
12/3/2025,Latin America,Display Tablet,Wacom One Display,Support Plan,175,123815.72,15480.26,139295.98
12/4/2025,North America,Pen Tablet,One by Wacom,Support Plan,185,144842.5,25914.9,170757.4
12/5/2025,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,138,229325.77,34430.37,263756.14
12/6/2025,Europe,Display Tablet,Cintiq Pro 24,Cloud Services,173,309889.21,13839.47,323728.68
12/7/2025,Latin America,Display Tablet,Cintiq Pro 24,Cloud Services,198,178685.39,26853.88,205539.27
12/8/2025,Europe,Display Tablet,Wacom One Display,Extended Warranty,134,148126.1,19934.58,168060.68
12/9/2025,APAC,Pen Tablet,Wacom Intuos S,Support Plan,198,241957.28,32606.74,274564.02
12/10/2025,Japan,Pen Tablet,Wacom Intuos M,Support Plan,235,296949.34,13146.16,310095.5
12/11/2025,APAC,Accessories,ExpressKey Remote,Training,238,67105.78,4632.21,71737.99
12/12/2025,North America,Accessories,Pro Pen 2,Support Plan,190,283166.28,32204.29,315370.57
12/13/2025,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,177,81935.46,5829.96,87765.42
12/14/2025,Latin America,Accessories,ExpressKey Remote,Training,173,179473.55,31554.36,211027.91
12/15/2025,Latin America,Display Tablet,Wacom One Display,Extended Warranty,208,273026.21,38835.42,311861.63
12/16/2025,Europe,Accessories,Wacom Stand,Support Plan,215,317172.4,29628.41,346800.81
12/17/2025,North America,Mobile Studio,MobileStudio Pro 16,Training,118,105749.71,10650.36,116400.07
12/18/2025,North America,Display Tablet,Cintiq Pro 24,Support Plan,219,250534.84,39877.88,290412.72
12/19/2025,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,118,80220.26,12866.28,93086.54
12/20/2025,APAC,Display Tablet,Cintiq Pro 24,Training,202,114069.95,14936.25,129006.2
12/21/2025,North America,Pen Tablet,One by Wacom,Extended Warranty,204,222394.34,9701,232095.34
12/22/2025,North America,Display Tablet,Cintiq Pro 24,Training,179,111507.86,6736.73,118244.59
12/23/2025,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,123,152820.5,7179.22,159999.72
12/24/2025,Japan,Accessories,Wacom Stand,Support Plan,114,81229.03,4532.39,85761.42
12/25/2025,Europe,Pen Tablet,Wacom Intuos S,Training,177,310182.7,32818.09,343000.79
12/26/2025,APAC,Pen Tablet,Wacom Intuos M,Training,90,42827.67,4156.53,46984.2
12/27/2025,Latin America,Pen Tablet,One by Wacom,Cloud Services,218,234282.54,25483.41,259765.95
12/28/2025,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,97,58331.93,3731.25,62063.18
12/29/2025,Japan,Display Tablet,Cintiq Pro 24,Support Plan,194,316702.27,56897.48,373599.75
12/30/2025,North America,Pen Tablet,Wacom Intuos S,Training,166,23612.85,2356.16,25969.01
12/31/2025,APAC,Mobile Studio,MobileStudio Pro 13,Training,126,173407.4,30850.29,204257.69
