Date,Region,Product_Category,Product_Name,Service_Type,Units_Sold,Product_Revenue_USD,Service_Revenue_USD,Total_Revenue_USD,Revenue_Outlier_Flag,Year,Month,Day_Of_Week,Revenue_per_Unit,Next_Month_Revenue
2023-12-23,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,211,285420.32,13622.63,299042.95,0,2023,12,5,1417.27,5748721.0
2023-12-24,North America,Display Tablet,Cintiq Pro 24,Cloud Services,188,182663.57,9777.54,192441.11,0,2023,12,6,1023.62,5748721.0
2023-12-25,APAC,Display Tablet,Cintiq 16,Support Plan,132,57723.19,7827.57,65550.76,0,2023,12,0,496.6,5748721.0
2023-12-26,Latin America,Pen Tablet,One by Wacom,Support Plan,191,203553.54,36607.24,240160.78,0,2023,12,1,1257.39,5748721.0
2023-12-27,North America,Accessories,Pro Pen 2,Support Plan,214,151894.84,24870.84,176765.68,0,2023,12,2,826.01,5748721.0
2023-12-28,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,159,125422.43,18114.0,143536.43,0,2023,12,3,902.74,5748721.0
2023-12-29,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,259,164796.81,26443.32,191240.13,0,2023,12,4,738.38,5748721.0
2023-12-30,Latin America,Display Tablet,Wacom One Display,Cloud Services,210,25298.35,1914.73,27213.08,0,2023,12,5,129.59,5748721.0
2023-12-31,APAC,Accessories,Pro Pen 2,Extended Warranty,215,248712.87,40412.33,289125.2,0,2023,12,6,1344.77,5748721.0
2024-01-01,North America,Mobile Studio,MobileStudio Pro 13,Support Plan,169,241984.84,29717.74,271702.58,0,2024,1,0,1607.71,7058306.4
2024-01-02,APAC,Display Tablet,Wacom One Display,Extended Warranty,195,125313.45,6945.18,132258.63,0,2024,1,1,678.25,7058306.4
2024-01-03,APAC,Pen Tablet,Wacom Intuos M,Support Plan,142,46917.12,5621.94,52539.06,0,2024,1,2,369.99,7058306.4
2024-01-04,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,154,190722.47,15150.63,205873.1,0,2024,1,3,1336.84,7058306.4
2024-01-05,Latin America,Accessories,Wacom Stand,Training,227,152134.65,24006.92,176141.57,0,2024,1,4,775.95,7058306.4
2024-01-06,Latin America,Accessories,ExpressKey Remote,Training,127,174462.94,14254.05,188716.99,0,2024,1,5,1485.96,7058306.4
2024-01-07,Japan,Pen Tablet,Wacom Intuos S,Training,181,313912.48,36711.46,350623.94,0,2024,1,6,1937.15,7058306.4
2024-01-08,Japan,Pen Tablet,Wacom Intuos S,Extended Warranty,158,91463.4,16099.45,107562.85,0,2024,1,0,680.78,7058306.4
2024-01-09,APAC,Mobile Studio,MobileStudio Pro 16,Extended Warranty,218,125376.51,6144.56,131521.07,0,2024,1,1,603.31,7058306.4
2024-01-10,APAC,Display Tablet,Cintiq 16,Support Plan,172,273804.51,22557.57,296362.08,0,2024,1,2,1723.04,7058306.4
2024-01-11,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,183,307189.72,27935.39,335125.11,0,2024,1,3,1831.28,7058306.4
2024-01-12,Europe,Mobile Studio,MobileStudio Pro 13,Support Plan,136,68686.14,9115.86,77802.0,0,2024,1,4,572.07,7058306.4
2024-01-13,APAC,Accessories,Pro Pen 2,Support Plan,176,58892.62,2510.3,61402.92,0,2024,1,5,348.88,7058306.4
2024-01-14,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,209,62791.77,11146.31,73938.08,0,2024,1,6,353.77,7058306.4
2024-01-15,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,178,228013.85,21396.58,249410.43,0,2024,1,0,1401.18,7058306.4
2024-01-16,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,250,428753.01,51284.17,480037.18,0,2024,1,1,1920.15,7058306.4
2024-01-17,Japan,Pen Tablet,One by Wacom,Training,230,187214.31,28224.17,215438.48,0,2024,1,2,936.69,7058306.4
2024-01-18,Japan,Display Tablet,Cintiq 16,Support Plan,137,160262.4,26945.97,187208.37,0,2024,1,3,1366.48,7058306.4
2024-01-19,North America,Pen Tablet,Wacom Intuos S,Extended Warranty,239,237673.32,11746.43,249419.75,0,2024,1,4,1043.6,7058306.4
2024-01-20,Japan,Display Tablet,Cintiq Pro 24,Cloud Services,198,205380.55,9870.15,215250.7,0,2024,1,5,1087.12,7058306.4
2024-01-21,Japan,Display Tablet,Cintiq 16,Training,205,33016.25,4606.57,37622.82,0,2024,1,6,183.53,7058306.4
2024-01-22,Latin America,Accessories,Pro Pen 2,Extended Warranty,180,84630.12,8603.78,93233.9,0,2024,1,0,517.97,7058306.4
2024-01-23,Latin America,Pen Tablet,Wacom Intuos M,Extended Warranty,151,127112.28,10632.69,137744.97,0,2024,1,1,912.22,7058306.4
2024-01-24,North America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,171,192415.4,27492.11,219907.51,0,2024,1,2,1286.01,7058306.4
2024-01-25,North America,Mobile Studio,MobileStudio Pro 16,Support Plan,203,163331.88,10644.02,173975.9,0,2024,1,3,857.02,7058306.4
2024-01-26,North America,Accessories,ExpressKey Remote,Support Plan,136,167301.08,12842.06,180143.14,0,2024,1,4,1324.58,7058306.4
2024-01-27,Japan,Pen Tablet,Wacom Intuos M,Support Plan,130,97927.92,14843.52,112771.44,0,2024,1,5,867.47,7058306.4
2024-01-28,North America,Mobile Studio,MobileStudio Pro 16,Training,118,25933.48,2615.25,28548.73,0,2024,1,6,241.94,7058306.4
2024-01-29,Latin America,Display Tablet,Wacom One Display,Cloud Services,237,259783.01,23498.27,283281.28,0,2024,1,0,1195.28,7058306.4
2024-01-30,Latin America,Display Tablet,Wacom One Display,Support Plan,147,213896.93,12546.46,226443.39,0,2024,1,1,1540.43,7058306.4
2024-01-31,APAC,Accessories,Wacom Stand,Training,188,185892.86,10820.17,196713.03,0,2024,1,2,1046.35,7058306.4
2024-02-01,Latin America,Pen Tablet,One by Wacom,Extended Warranty,178,287300.49,37924.75,325225.24,0,2024,2,3,1827.11,4928087.61
2024-02-02,Latin America,Mobile Studio,MobileStudio Pro 16,Extended Warranty,91,63890.89,7467.55,71358.44,0,2024,2,4,784.16,4928087.61
2024-02-03,APAC,Pen Tablet,Wacom Intuos S,Cloud Services,204,219149.96,31912.7,251062.66,0,2024,2,5,1230.7,4928087.61
2024-02-04,Latin America,Display Tablet,Cintiq 16,Cloud Services,219,82801.94,10082.52,92884.46,0,2024,2,6,424.13,4928087.61
2024-02-05,Latin America,Accessories,ExpressKey Remote,Support Plan,202,84007.1,12408.37,96415.47,0,2024,2,0,477.3,4928087.61
2024-02-06,Europe,Pen Tablet,Wacom Intuos M,Extended Warranty,199,198840.92,31771.75,230612.67,0,2024,2,1,1158.86,4928087.61
2024-02-07,North America,Pen Tablet,Wacom Intuos M,Training,279,454539.13,72531.91,527071.04,1,2024,2,2,1889.14,4928087.61
2024-02-08,Europe,Mobile Studio,MobileStudio Pro 13,Cloud Services,233,44001.55,6433.21,50434.76,0,2024,2,3,216.46,4928087.61
2024-02-09,North America,Mobile Studio,MobileStudio Pro 16,Training,166,252917.96,12157.08,265075.04,0,2024,2,4,1596.84,4928087.61
2024-02-10,Japan,Mobile Studio,MobileStudio Pro 16,Cloud Services,196,347070.81,47217.82,394288.63,0,2024,2,5,2011.68,4928087.61
2024-02-11,Japan,Mobile Studio,MobileStudio Pro 13,Support Plan,199,357089.87,19199.83,376289.7,0,2024,2,6,1890.9,4928087.61
2024-02-12,APAC,Accessories,Pro Pen 2,Cloud Services,157,31073.97,5109.63,36183.6,0,2024,2,0,230.47,4928087.61
2024-02-13,APAC,Accessories,Wacom Stand,Cloud Services,186,118065.85,19703.28,137769.13,0,2024,2,1,740.69,4928087.61
2024-02-14,North America,Display Tablet,Wacom One Display,Training,172,215174.56,35588.6,250763.16,0,2024,2,2,1457.93,4928087.61
2024-02-15,Japan,Accessories,Pro Pen 2,Cloud Services,233,286361.72,48099.74,334461.46,0,2024,2,3,1435.46,4928087.61
2024-02-16,Europe,Pen Tablet,Wacom Intuos S,Extended Warranty,171,245373.83,40627.03,286000.86,0,2024,2,4,1672.52,4928087.61
2024-02-17,Japan,Display Tablet,Cintiq Pro 24,Support Plan,152,261568.06,45934.25,307502.31,0,2024,2,5,2023.04,4928087.61
2024-02-18,Europe,Pen Tablet,Wacom Intuos M,Support Plan,175,242661.48,35283.95,277945.43,0,2024,2,6,1588.26,4928087.61
2024-02-19,Europe,Pen Tablet,One by Wacom,Extended Warranty,187,173595.85,12769.02,186364.87,0,2024,2,0,996.6,4928087.61
2024-02-20,APAC,Pen Tablet,One by Wacom,Support Plan,196,266715.05,45463.01,312178.06,0,2024,2,1,1592.75,4928087.61
2024-02-21,APAC,Accessories,ExpressKey Remote,Training,256,291852.34,26038.57,317890.91,0,2024,2,2,1241.76,4928087.61
2024-02-22,Latin America,Accessories,Wacom Stand,Cloud Services,179,89073.55,10135.06,99208.61,0,2024,2,3,554.24,4928087.61
2024-02-23,Europe,Display Tablet,Wacom One Display,Support Plan,203,207922.3,29389.78,237312.08,0,2024,2,4,1169.03,4928087.61
2024-02-24,Europe,Accessories,Pro Pen 2,Cloud Services,225,197954.93,31919.88,229874.81,0,2024,2,5,1021.67,4928087.61
2024-02-25,North America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,181,268101.9,41193.42,309295.32,0,2024,2,6,1708.81,4928087.61
2024-02-26,APAC,Accessories,ExpressKey Remote,Cloud Services,158,48634.99,2722.87,51357.86,0,2024,2,0,325.05,4928087.61
2024-02-27,North America,Accessories,Wacom Stand,Extended Warranty,186,305131.19,40381.87,345513.06,0,2024,2,1,1857.6,4928087.61
2024-02-28,Latin America,Mobile Studio,MobileStudio Pro 13,Training,220,305288.17,36332.18,341620.35,0,2024,2,2,1552.82,4928087.61
2024-02-29,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,200,301639.31,14707.1,316346.41,0,2024,2,3,1581.73,4928087.61
2024-03-01,Latin America,Display Tablet,Cintiq Pro 24,Extended Warranty,166,207150.94,29066.51,236217.45,0,2024,3,4,1423.0,5519481.03
2024-03-02,APAC,Display Tablet,Cintiq 16,Cloud Services,213,91010.73,8109.31,99120.04,0,2024,3,5,465.35,5519481.03
2024-03-03,Japan,Display Tablet,Cintiq 16,Extended Warranty,140,184797.1,11893.22,196690.32,0,2024,3,6,1404.93,5519481.03
2024-03-04,Japan,Display Tablet,Cintiq 16,Support Plan,144,72987.21,8288.0,81275.21,0,2024,3,0,564.41,5519481.03
2024-03-05,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,206,134421.35,17672.51,152093.86,0,2024,3,1,738.32,5519481.03
2024-03-06,Europe,Mobile Studio,MobileStudio Pro 16,Support Plan,106,101939.65,10833.18,112772.83,0,2024,3,2,1063.89,5519481.03
2024-03-07,Europe,Pen Tablet,One by Wacom,Training,140,76393.15,9124.16,85517.31,0,2024,3,3,610.84,5519481.03
2024-03-08,North America,Pen Tablet,Wacom Intuos S,Cloud Services,148,67709.16,3657.29,71366.45,0,2024,3,4,482.21,5519481.03
2024-03-09,APAC,Accessories,Wacom Stand,Cloud Services,119,14370.38,1080.32,15450.7,0,2024,3,5,129.84,5519481.03
2024-03-10,APAC,Display Tablet,Wacom One Display,Cloud Services,198,190791.99,22441.52,213233.51,0,2024,3,6,1076.94,5519481.03
2024-03-11,Japan,Accessories,Pro Pen 2,Extended Warranty,186,221552.07,31642.23,253194.3,0,2024,3,0,1361.26,5519481.03
2024-03-12,Japan,Accessories,Wacom Stand,Training,126,165152.7,9572.52,174725.22,0,2024,3,1,1386.71,5519481.03
2024-03-13,APAC,Pen Tablet,One by Wacom,Extended Warranty,166,47380.49,2923.17,50303.66,0,2024,3,2,303.03,5519481.03
2024-03-14,North America,Pen Tablet,One by Wacom,Training,225,86267.68,12055.87,98323.55,0,2024,3,3,436.99,5519481.03
2024-03-15,Europe,Accessories,Pro Pen 2,Training,200,286110.91,49890.29,336001.2,0,2024,3,4,1680.01,5519481.03
2024-03-16,Europe,Display Tablet,Cintiq 16,Support Plan,174,61221.29,9672.15,70893.44,0,2024,3,5,407.43,5519481.03
2024-03-17,North America,Accessories,Pro Pen 2,Cloud Services,145,140724.3,22322.97,163047.27,0,2024,3,6,1124.46,5519481.03
2024-03-18,APAC,Mobile Studio,MobileStudio Pro 13,Cloud Services,43,65623.95,7486.69,73110.64,0,2024,3,0,1700.25,5519481.03
2024-03-19,Europe,Accessories,Pro Pen 2,Cloud Services,166,52787.6,8007.64,60795.24,0,2024,3,1,366.24,5519481.03
2024-03-20,Europe,Accessories,ExpressKey Remote,Cloud Services,185,213206.85,17251.19,230458.04,0,2024,3,2,1245.72,5519481.03
2024-03-21,APAC,Accessories,Pro Pen 2,Cloud Services,281,278161.4,21740.98,299902.38,0,2024,3,3,1067.27,5519481.03
2024-03-22,Japan,Mobile Studio,MobileStudio Pro 13,Extended Warranty,156,221012.8,35722.79,256735.59,0,2024,3,4,1645.74,5519481.03
2024-03-23,Japan,Pen Tablet,One by Wacom,Training,177,241533.33,19884.96,261418.29,0,2024,3,5,1476.94,5519481.03
2024-03-24,Japan,Display Tablet,Cintiq 16,Support Plan,234,347655.72,56613.44,404269.16,0,2024,3,6,1727.65,5519481.03
2024-03-25,North America,Pen Tablet,One by Wacom,Cloud Services,140,85711.63,6420.4,92132.03,0,2024,3,0,658.09,5519481.03
2024-03-26,Europe,Pen Tablet,One by Wacom,Extended Warranty,148,112078.43,14770.25,126848.68,0,2024,3,1,857.09,5519481.03
2024-03-27,Europe,Accessories,Wacom Stand,Extended Warranty,224,74836.86,11544.05,86380.91,0,2024,3,2,385.63,5519481.03
2024-03-28,Japan,Accessories,Pro Pen 2,Training,157,192792.52,17654.39,210446.91,0,2024,3,3,1340.43,5519481.03
2024-03-29,Latin America,Accessories,ExpressKey Remote,Training,215,186553.98,8652.61,195206.59,0,2024,3,4,907.94,5519481.03
2024-03-30,Europe,Mobile Studio,MobileStudio Pro 13,Extended Warranty,197,41269.15,5510.58,46779.73,0,2024,3,5,237.46,5519481.03
2024-03-31,Latin America,Display Tablet,Wacom One Display,Support Plan,171,160022.25,13354.85,173377.1,0,2024,3,6,1013.9,5519481.03
2024-04-01,Europe,Accessories,Wacom Stand,Support Plan,164,93929.48,11921.62,105851.1,0,2024,4,0,645.43,5175884.78
2024-04-02,Europe,Mobile Studio,MobileStudio Pro 16,Training,147,147142.05,26391.0,173533.05,0,2024,4,1,1180.5,5175884.78
2024-04-03,APAC,Pen Tablet,Wacom Intuos M,Support Plan,178,119850.45,7483.24,127333.69,0,2024,4,2,715.36,5175884.78
2024-04-04,Latin America,Pen Tablet,Wacom Intuos S,Extended Warranty,199,299119.96,26058.17,325178.13,0,2024,4,3,1634.06,5175884.78
2024-04-05,APAC,Mobile Studio,MobileStudio Pro 16,Training,202,147497.57,25517.79,173015.36,0,2024,4,4,856.51,5175884.78
2024-04-06,APAC,Accessories,ExpressKey Remote,Support Plan,121,210178.51,35123.42,245301.93,0,2024,4,5,2027.29,5175884.78
2024-04-07,North America,Accessories,ExpressKey Remote,Training,225,333765.32,53593.77,387359.09,0,2024,4,6,1721.6,5175884.78
2024-04-08,Japan,Display Tablet,Cintiq Pro 24,Training,199,36784.82,4039.47,40824.29,0,2024,4,0,205.15,5175884.78
2024-04-09,Latin America,Mobile Studio,MobileStudio Pro 16,Cloud Services,198,307781.83,45062.22,352844.05,0,2024,4,1,1782.04,5175884.78
2024-04-10,Latin America,Accessories,Wacom Stand,Support Plan,180,51701.17,2492.69,54193.86,0,2024,4,2,301.08,5175884.78
2024-04-11,Japan,Accessories,Pro Pen 2,Cloud Services,231,395446.25,70016.4,465462.65,0,2024,4,3,2014.99,5175884.78
2024-04-12,APAC,Mobile Studio,MobileStudio Pro 16,Support Plan,177,269474.69,43641.97,313116.66,0,2024,4,4,1769.02,5175884.78
2024-04-13,APAC,Accessories,Pro Pen 2,Support Plan,215,81481.09,7464.24,88945.33,0,2024,4,5,413.7,5175884.78
2024-04-14,Europe,Pen Tablet,Wacom Intuos S,Support Plan,169,302482.22,49223.54,351705.76,0,2024,4,6,2081.1,5175884.78
2024-04-15,North America,Display Tablet,Cintiq Pro 24,Training,246,199872.66,20679.77,220552.43,0,2024,4,0,896.55,5175884.78
2024-04-16,APAC,Accessories,Pro Pen 2,Cloud Services,173,130707.25,6986.41,137693.66,0,2024,4,1,795.92,5175884.78
2024-04-17,Japan,Display Tablet,Wacom One Display,Extended Warranty,145,147531.67,23438.24,170969.91,0,2024,4,2,1179.1,5175884.78
2024-04-18,Europe,Accessories,Pro Pen 2,Support Plan,202,62775.61,7524.76,70300.37,0,2024,4,3,348.02,5175884.78
2024-04-19,North America,Pen Tablet,Wacom Intuos M,Cloud Services,185,143080.18,8818.33,151898.51,0,2024,4,4,821.07,5175884.78
2024-04-20,Latin America,Accessories,ExpressKey Remote,Training,288,264141.31,18930.33,283071.64,0,2024,4,5,982.89,5175884.78
2024-04-21,Japan,Pen Tablet,One by Wacom,Support Plan,215,35817.89,1497.13,37315.02,0,2024,4,6,173.56,5175884.78
2024-04-22,North America,Pen Tablet,One by Wacom,Cloud Services,170,196596.58,17709.9,214306.48,0,2024,4,0,1260.63,5175884.78
2024-04-23,North America,Accessories,Pro Pen 2,Cloud Services,210,28740.98,3454.05,32195.03,0,2024,4,1,153.31,5175884.78
2024-04-24,Latin America,Mobile Studio,MobileStudio Pro 13,Support Plan,206,190667.11,14073.37,204740.48,0,2024,4,2,993.89,5175884.78
2024-04-25,North America,Accessories,ExpressKey Remote,Extended Warranty,144,40369.92,5097.78,45467.7,0,2024,4,3,315.75,5175884.78
2024-04-26,North America,Pen Tablet,Wacom Intuos S,Cloud Services,107,107488.39,13905.62,121394.01,0,2024,4,4,1134.52,5175884.78
2024-04-27,Japan,Display Tablet,Wacom One Display,Extended Warranty,211,323449.43,50756.53,374205.96,0,2024,4,5,1773.49,5175884.78
2024-04-28,Latin America,Mobile Studio,MobileStudio Pro 13,Cloud Services,243,73461.79,6720.28,80182.07,0,2024,4,6,329.97,5175884.78
2024-04-29,APAC,Accessories,ExpressKey Remote,Support Plan,176,93142.01,16140.3,109282.31,0,2024,4,0,620.92,5175884.78
2024-04-30,North America,Mobile Studio,MobileStudio Pro 13,Cloud Services,172,52755.28,8485.22,61240.5,0,2024,4,1,356.05,5175884.78
2024-05-01,Europe,Display Tablet,Wacom One Display,Support Plan,157,198050.0,17396.43,215446.43,0,2024,5,2,1372.27,5150164.46
2024-05-02,Europe,Accessories,Pro Pen 2,Training,171,170975.94,9631.15,180607.09,0,2024,5,3,1056.18,5150164.46
2024-05-03,Europe,Pen Tablet,One by Wacom,Extended Warranty,160,85302.99,7343.49,92646.48,0,2024,5,4,579.04,5150164.46
2024-05-04,Europe,Accessories,Pro Pen 2,Cloud Services,189,74668.35,7638.94,82307.29,0,2024,5,5,435.49,5150164.46
2024-05-05,APAC,Mobile Studio,MobileStudio Pro 13,Support Plan,244,288187.07,36222.67,324409.74,0,2024,5,6,1329.55,5150164.46
2024-05-06,Europe,Mobile Studio,MobileStudio Pro 16,Cloud Services,214,355173.41,50665.01,405838.42,0,2024,5,0,1896.44,5150164.46
2024-05-07,Europe,Accessories,Wacom Stand,Extended Warranty,123,69718.35,6912.74,76631.09,0,2024,5,1,623.02,5150164.46
2024-05-08,Japan,Pen Tablet,One by Wacom,Training,210,18225.28,3105.77,21331.05,0,2024,5,2,101.58,5150164.46
2024-05-09,North America,Pen Tablet,Wacom Intuos M,Extended Warranty,119,126297.72,20816.47,147114.19,0,2024,5,3,1236.25,5150164.46
2024-05-10,APAC,Accessories,ExpressKey Remote,Extended Warranty,174,222981.18,39542.89,262524.07,0,2024,5,4,1508.76,5150164.46
2024-05-11,Japan,Display Tablet,Cintiq 16,Training,154,125038.09,22342.74,147380.83,0,2024,5,5,957.02,5150164.46
2024-05-12,Japan,Mobile Studio,MobileStudio Pro 16,Training,237,194570.06,8782.84,203352.9,0,2024,5,6,858.03,5150164.46
2024-05-13,Europe,Accessories,ExpressKey Remote,Cloud Services,201,84678.06,12017.92,96695.98,0,2024,5,0,481.07,5150164.46
2024-05-14,North America,Pen Tablet,Wacom Intuos M,Training,126,142484.87,22451.38,164936.25,0,2024,5,1,1309.02,5150164.46
2024-05-15,Latin America,Pen Tablet,One by Wacom,Support Plan,158,24636.89,2418.93,27055.82,0,2024,5,2,171.24,5150164.46
2024-05-16,APAC,Display Tablet,Cintiq Pro 24,Support Plan,132,235277.21,26075.49,261352.7,0,2024,5,3,1979.94,5150164.46
2024-05-17,Europe,Display Tablet,Cintiq 16,Extended Warranty,205,68289.99,9207.52,77497.51,0,2024,5,4,378.04,5150164.46
2024-05-18,North America,Display Tablet,Cintiq 16,Training,159,244097.89,10868.71,254966.6,0,2024,5,5,1603.56,5150164.46
2024-05-19,Europe,Display Tablet,Cintiq Pro 24,Training,199,100695.23,6218.53,106913.76,0,2024,5,6,537.26,5150164.46
2024-05-20,Europe,Mobile Studio,MobileStudio Pro 16,Extended Warranty,133,110461.47,11294.87,121756.34,0,2024,5,0,915.46,5150164.46
2024-05-21,Europe,Accessories,Pro Pen 2,Extended Warranty,191,182742.8,10211.74,192954.54,0,2024,5,1,1010.23,5150164.46
2024-05-22,North America,Accessories,ExpressKey Remote,Training,262,216424.81,36166.89,252591.7,0,2024,5,2,964.09,5150164.46
2024-05-23,Latin America,Accessories,ExpressKey Remote,Cloud Services,135,92553.62,4675.12,97228.74,0,2024,5,3,720.21,5150164.46
2024-05-24,Latin America,Mobile Studio,MobileStudio Pro 13,Extended Warranty,252,265450.16,34405.04,299855.2,0,2024,5,4,1189.9,5150164.46
2024-05-25,Japan,Pen Tablet,One by Wacom,Support Plan,159,58401.61,3081.49,61483.1,0,2024,5,5,386.69,5150164.46
2024-05-26,APAC,Display Tablet,Cintiq Pro 24,Cloud Services,219,160145.09,25087.29,185232.38,0,2024,5,6,845.81,5150164.46
2024-05-27,Japan,Pen Tablet,One by Wacom,Training,249,410811.15,69332.12,480143.27,0,2024,5,0,1928.29,5150164.46
2024-05-28,Latin America,Accessories,ExpressKey Remote,Support Plan,232,116455.83,19085.74,135541.57,0,2024,5,1,584.23,5150164.46
2024-05-29,APAC,Display Tablet,Wacom One Display,Support Plan,151,129807.46,20427.94,150235.4,0,2024,5,2,994.94,5150164.46
2024-05-30,North America,Pen Tablet,One by Wacom,Cloud Services,160,20524.87,2146.58,22671.45,0,2024,5,3,141.7,5150164.46
2024-05-31,APAC,Pen Tablet,One by Wacom,Extended Warranty,169,23807.03,3375.86,27182.89,0,2024,5,4,160.85,5150164.46
2024-06-01,APAC,Mobile Studio,MobileStudio Pro 13,Extended Warranty,231,324318.64,25160.31,349478.95,0,2024,6,5,1512.9,5841204.28
2024-06-02,Japan,Accessories,ExpressKey Remote,Support Plan,121,126378.88,13984.22,140363.1,0,2024,6,6,1160.03,5841204.28
2024-06-03,Europe,Pen Tablet,Wacom Intuos M,Training,174,229308.19,38981.0,268289.19,0,2024,6,0,1541.89,5841204.28
2024-06-04,Latin America,Accessories,Wacom Stand,Cloud Services,178,257948.38,39370.46,297318.84,0,2024,6,1,1670.33,5841204.28
2024-06-05,APAC,Accessories,ExpressKey Remote,Training,97,41865.79,4602.75,46468.54,0,2024,6,2,479.06,5841204.28
2024-06-06,APAC,Accessories,ExpressKey Remote,Support Plan,147,34229.17,4690.55,38919.72,0,2024,6,3,264.76,5841204.28
